date, pm25, pm10, o3, no2, so2, co
2020/2/6, 46, 14, 33, 8, 2, 2
2020/2/7, 24, 23, 33, 8, 2, 3
2020/2/8, 43, 25, 35, 6, 1, 3
2020/2/9, 57, 34, 31, 14, 1, 4
2020/2/10, 75, 51, 40, 14, 1, 4
2020/2/11, 96, 40, 53, 23, 2, 7
2020/2/12, 97, 35, 46, 17, 1, 4
2020/2/13, 84, 29, 27, 16, 3, 4
2020/2/14, 72, 25, 36, 14, 2, 4
2020/2/15, 63, 14, 29, 5, 3, 3
2020/2/16, 30, 30, 37, 4, 2, 2
2020/2/17, 54, 24, 35, 9, 3, 2
2020/2/18, 45, 25, 39, 14, 1, 4
2020/2/19, 48, 24, 32, 14, 2, 3
2020/2/20, 54, 31, 35, 12, 1, 3
2020/2/21, 52, 37, 40, 10, 1, 3
2020/2/22, 81, 34, 41, 7, 2, 3
2020/2/23, 61, 47, 51, 14, 4, 5
2020/2/24, 89, 34, 42, 20, 1, 6
2020/2/25, 87, 30, 37, 15, 1, 4
2020/2/26, 69, 27, 36, 9, 1, 2
2020/2/27, 51, 55, 39, 14, 1, 5
2020/2/28, 85, 29, 37, 16, 1, 4
2020/2/29, 66, 26, 35, 10, 1, 4
2020/3/1, 66, 23, 37, 7, 1, 3
2020/3/2, 42, 21, 32, 14, 2, 3
2020/3/3, 50, 17, 39, 10, 1, 3
2020/3/4, 43, 18, 36, 7, 2, 3
2020/3/5, 47, 26, 29, 17, 2, 5
2020/3/6, 49, 36, 44, 18, 2, 4
2020/3/7, 68, 35, 45, 8, 1, 3
2020/3/8, 72, 35, 33, 7, 1, 3
2020/3/9, 68, 15, 44, 10, 2, 3
2020/3/10, 39, 34, 41, 9, 2, 3
2020/3/11, 63, 39, 34, 21, 2, 6
2020/3/12, 86, 21, 34, 13, 1, 4
2020/3/13, 48, 31, 41, 8, 1, 3
2020/3/14, 56, 48, 49, 7, 2, 3
2020/3/15, 66, 34, 56, 13, 1, 4
2020/3/16, 60, 46, 56, 14, 2, 4
2020/3/17, 80, 38, 44, 15, 2, 4
2020/3/18, 84, 39, 29, 18, 2, 6
2020/3/19, 92, 46, 49, 16, 3, 5
2020/3/20, 88, 43, 45, 12, 2, 4
2020/3/21, 76, 35, 44, 9, 4, 3
2020/3/22, 73, 42, 40, 11, 3, 2
2020/3/23, 76, 33, 40, 11, 2, 2
2020/3/24, 58, 45, 52, 15, 1, 3
2020/3/25, 80, 37, 48, 15, 1, 4
2020/3/26, 80, 33, 28, 13, 3, 3
2020/3/27, 74, 11, 32, 8, 1, 2
2020/3/28, 30, 16, 36, 7, 2, 2
2020/3/29, 33, , , , , 
2019/10/1, 35, 40, 80, 13, 4, 5
2019/10/2, 88, 48, 72, 14, 2, 6
2019/10/3, 112, 53, 54, 12, 4, 5
2019/10/4, 125, 36, 59, 10, 3, 3
2019/10/5, 89, 23, 40, 5, 2, 2
2019/10/6, 56, 27, 32, 11, 3, 3
2019/10/7, 62, 27, 47, 9, 3, 3
2019/10/8, 55, 26, 49, 8, 2, 3
2019/10/9, 59, 27, 63, 11, 4, 4
2019/10/10, 61, 24, 53, 12, 3, 3
2019/10/11, 61, 32, 64, 11, 3, 3
2019/10/12, 74, 34, 57, 6, 3, 4
2019/10/13, 68, 34, 37, 7, 2, 2
2019/10/14, 45, 35, 41, 6, 2, 2
2019/10/15, 52, 29, 38, 8, , 2
2019/10/16, 50, 28, 42, 9, 3, 3
2019/10/17, 52, 33, 58, 11, 3, 3
2019/10/18, 62, 32, 42, 7, 2, 2
2019/10/19, 58, 29, 48, 5, 2, 2
2019/10/20, 48, 28, 47, 10, 4, 3
2019/10/21, 52, 28, 50, 11, 2, 3
2019/10/22, 56, 29, 47, 11, 4, 2
2019/10/23, 56, 33, 54, 11, 3, 2
2019/10/24, 62, 29, 47, 10, 3, 2
2019/10/25, 56, 28, 50, 10, 2, 3
2019/10/26, 56, 24, 44, 8, 3, 3
2019/10/27, 49, 19, 36, 9, 3, 2
2019/10/28, 36, 18, 37, 10, , 3
2019/10/29, 38, 64, 61, 10, , 4
2019/10/30, 99, 36, 47, 9, 2, 3
2019/10/31, 63, 26, 36, 8, 3, 2
2019/11/1, 42, 23, 34, 9, 2, 2
2019/11/2, 33, 54, 51, 6, 3, 2
2019/11/3, 80, 42, 47, 7, 3, 1
2019/11/4, 65, 34, 44, 9, 3, 3
2019/11/5, 60, 29, 47, 7, 4, 2
2019/11/6, 55, 25, 44, 9, 2, 3
2019/11/7, 47, 26, 43, 7, 2, 3
2019/11/8, 53, 25, 40, 6, , 2
2019/11/9, 38, 23, 42, 11, 3, 2
2019/11/10, 44, 26, 48, 14, 3, 3
2019/11/11, 55, 33, 66, 13, 3, 4
2019/11/12, 71, 44, 70, 16, 4, 5
2019/11/13, 86, 52, 43, 8, 2, 3
2019/11/14, 80, 34, 37, 12, 3, 2
2019/11/15, 47, 37, 55, 19, 3, 4
2019/11/16, 72, 48, 58, 17, 4, 4
2019/11/17, 100, 41, 34, 13, 4, 4
2019/11/18, 88, 42, 29, 7, 2, 2
2019/11/19, 63, 29, 32, 6, 3, 2
2019/11/20, 44, 13, 30, 9, 2, 1
2019/11/21, 32, 12, 25, 9, 2, 2
2019/11/22, 23, 21, 23, 11, 2, 2
2019/11/23, 44, 17, 31, 13, 3, 2
2019/11/24, 45, 23, 29, 8, 3, 2
2019/11/25, 43, 19, 33, 10, 2, 2
2019/11/26, 42, 13, 33, 10, 3, 3
2019/11/27, 32, 18, 29, 7, 2, 2
2019/11/28, 37, 23, 33, 11, 3, 3
2019/11/29, 35, 25, 41, 14, 3, 3
2019/11/30, 49, 34, 44, 9, 2, 3
2019/12/1, 65, 34, 33, 10, 3, 4
2019/12/2, 59, 39, 34, 9, 3, 3
2019/12/3, 60, 29, 35, 8, 3, 2
2019/12/4, 49, 13, 33, 9, 3, 2
2019/12/5, 40, 7, 34, 8, 1, 2
2019/12/6, 20, 21, 32, 8, 2, 3
2019/12/7, 27, 18, 36, 7, 2, 2
2019/12/8, 33, 27, 32, 17, 3, 4
2019/12/9, 55, 31, 42, 20, 4, 5
2019/12/10, 64, 29, 39, 13, 2, 3
2019/12/11, 61, 44, 45, 10, 3, 4
2019/12/12, 76, 31, 34, 15, 4, 4
2019/12/13, 57, 23, 33, 13, 2, 4
2019/12/14, 52, 35, 47, 20, 4, 6
2019/12/15, 70, 37, 32, 19, 3, 6
2019/12/16, 86, 28, 13, 22, 5, 10
2019/12/17, 64, 26, 24, 13, 3, 5
2019/12/18, 60, 12, 27, 10, 3, 4
2019/12/19, 28, 10, 27, 10, 2, 3
2019/12/20, 16, 15, 27, 9, 2, 2
2019/12/21, 33, 25, 24, 10, 2, 3
2019/12/22, 48, 23, 26, 16, 3, 4
2019/12/23, 33, 27, 27, 14, 2, 4
2019/12/24, 49, 27, 33, 17, 5, 4
2019/12/25, 50, 35, 32, 15, 2, 5
2019/12/26, 72, 32, 30, 10, 3, 5
2019/12/27, 57, 17, 34, 12, 2, 3
2019/12/28, 38, 20, 18, 17, 2, 4
2019/12/29, 57, , , , , 
2019/7/1, 33, 26, 36, 9, 2, 2
2019/7/2, 40, 17, 22, 7, 1, 2
2019/7/3, 24, 22, 25, 6, 2, 2
2019/7/4, 35, 16, 23, 3, 2, 1
2019/7/5, 24, , 18, 4, 1, 2
2019/7/6, 29, , 23, 3, 1, 2
2019/7/7, 36, , 24, 8, 2, 2
2019/7/8, 31, 31, 20, 5, 2, 2
2019/7/9, 34, 27, 18, 4, 2, 2
2019/7/10, 33, 26, 26, 10, 3, 3
2019/7/11, 38, 30, 24, 8, 2, 2
2019/7/12, 40, 34, 24, 5, 2, 2
2019/7/13, 48, 32, 23, 5, 3, 2
2019/7/14, 46, 35, 22, 8, 3, 2
2019/7/15, 55, 34, 32, 5, 4, 2
2019/7/16, 52, 23, 16, 5, 1, 2
2019/7/17, 32, 24, 20, 5, 2, 1
2019/7/18, 20, 26, 31, 7, 3, 2
2019/7/19, 35, 16, 38, 5, 3, 3
2019/7/20, 37, 19, 29, 6, 3, 2
2019/7/21, 34, 17, 27, 11, 4, 3
2019/7/22, 33, 17, 27, 9, 2, 3
2019/7/23, 39, 17, 24, 8, 4, 3
2019/7/24, 34, 20, 17, 9, 4, 2
2019/7/25, 40, 20, 24, 10, 3, 2
2019/7/26, 39, 18, 27, 9, 3, 2
2019/7/27, 35, 17, 38, 9, 3, 3
2019/7/28, 34, 22, 32, 7, 2, 2
2019/7/29, 37, 25, 32, 7, 3, 2
2019/7/30, 61, 38, 55, 8, 2, 3
2019/7/31, 68, 25, 40, 10, 2, 3
2019/8/1, 51, 22, 39, 10, 2, 2
2019/8/2, 41, 20, 31, 8, 2, 2
2019/8/3, 28, 19, 43, 7, 2, 2
2019/8/4, 36, 17, 39, 7, 2, 2
2019/8/5, 30, 16, 22, 7, 3, 1
2019/8/6, 33, 17, 15, 6, 2, 2
2019/8/7, 31, 12, 10, 6, 2, 2
2019/8/8, 18, 13, 27, 3, 3, 1
2019/8/9, 21, 39, 46, 4, 1, 3
2019/8/10, 67, 26, 29, 3, 2, 2
2019/8/11, 55, 16, 22, 10, 3, 5
2019/8/12, 42, 18, 42, 9, 3, 4
2019/8/13, 45, 19, 33, 6, 3, 2
2019/8/14, 35, 15, 35, 8, 3, 2
2019/8/15, 41, 14, 36, 5, 3, 3
2019/8/16, 39, 17, 40, 5, 2, 3
2019/8/17, 43, 11, 26, 5, 3, 2
2019/8/18, 28, 12, 28, 10, 2, 3
2019/8/19, 36, 16, 8, 10, 1, 3
2019/8/20, 22, , , , , 
2019/8/28, 77, 33, 31, 11, 5, 3
2019/8/29, 70, 20, 14, 13, 3, 3
2019/8/30, 40, 26, 54, 11, 2, 3
2019/8/31, 48, 28, 63, 10, 2, 3
2019/9/1, 58, 26, 61, 7, 3, 3
2019/9/2, 60, 25, 54, 10, 3, 3
2019/9/3, 61, 16, 25, 10, 2, 3
2019/9/4, 36, 11, 12, 11, 3, 3
2019/9/5, 15, 21, 26, 9, 2, 3
2019/9/6, 28, 23, 45, 9, 3, 2
2019/9/7, 56, 25, 41, 8, 2, 2
2019/9/8, 60, 28, 47, 11, 4, 3
2019/9/9, 63, 33, 60, 10, 4, 3
2019/9/10, 67, 26, 42, 10, 3, 3
2019/9/11, 63, 15, 22, 7, 2, 1
2019/9/12, 26, 17, 28, 7, 3, 1
2019/9/13, 37, 25, 46, 6, 3, 2
2019/9/14, 62, 21, 28, 8, 3, 2
2019/9/15, 44, 29, 41, 7, 3, 2
2019/9/16, 49, 29, 39, 8, 2, 3
2019/9/17, 61, 30, 41, 8, 2, 2
2019/9/18, 57, 38, 38, 7, 1, 2
2019/9/19, 56, 32, 45, 9, 2, 2
2019/9/20, 63, 19, 48, 14, 3, 4
2019/9/21, 65, 22, 63, 8, 2, 3
2019/9/22, 59, 34, 57, 11, 3, 3
2019/9/23, 68, 27, 43, 9, 3, 3
2019/9/24, 52, 25, 48, 10, 3, 3
2019/9/25, 45, 21, 36, 11, 3, 3
2019/9/26, 49, 18, 29, 10, 3, 2
2019/9/27, 36, 12, 22, 10, 3, 2
2019/9/28, 33, 14, 18, 7, 2, 2
2019/9/29, 29, 11, 14, 4, 1, 1
2019/9/30, 21, 23, 32, 9, 4, 3
2019/4/1, 42, 36, 46, 13, 2, 4
2019/4/2, 60, 34, 35, 15, 2, 4
2019/4/3, 53, 32, 45, 11, 2, 3
2019/4/4, 46, 35, 44, 6, 1, 3
2019/4/5, 50, 33, 47, 13, 3, 5
2019/4/6, 50, 53, 66, 12, 3, 5
2019/4/7, 85, 51, 54, 10, 3, 5
2019/4/8, 81, 49, 34, 9, 3, 3
2019/4/9, 61, 37, 32, 8, 3, 3
2019/4/10, 41, 20, 37, 9, 1, 3
2019/4/11, 37, 30, 40, 8, 2, 3
2019/4/12, 47, 30, 36, 12, 1, 3
2019/4/13, 59, 32, 60, 7, 2, 2
2019/4/14, 59, 44, 47, 9, 2, 3
2019/4/15, 70, 36, 33, 17, 3, 4
2019/4/16, 67, 43, 58, 14, 3, 4
2019/4/17, 76, 44, 74, 15, 3, 6
2019/4/18, 77, 50, 47, 16, 2, 6
2019/4/19, 86, 37, 49, 11, 2, 4
2019/4/20, 68, 24, 27, 12, 3, 4
2019/4/21, 44, 32, 24, 10, 3, 3
2019/4/22, 49, 34, 32, 8, 3, 2
2019/4/23, 48, 33, 21, 8, 1, 2
2019/4/24, 47, 36, 27, 8, 2, 2
2019/4/25, 52, 38, 59, 11, 4, 3
2019/4/26, 59, 27, 47, 8, 2, 4
2019/4/27, 49, 38, 41, 11, 2, 3
2019/4/28, 61, 37, 50, 12, 4, 4
2019/4/29, 69, 37, 23, 9, 2, 3
2019/4/30, 57, 17, 41, 9, 1, 3
2019/5/1, 28, 46, 64, 9, 1, 4
2019/5/2, 80, 43, 57, 8, 2, 2
2019/5/3, 57, 25, 35, 10, 1, 3
2019/5/4, 42, 25, 46, 7, 1, 3
2019/5/5, 43, 21, 40, 9, 1, 2
2019/5/6, 44, 24, 45, 7, 1, 2
2019/5/7, 45, 27, 34, 13, 2, 3
2019/5/8, 50, 22, 33, 13, 2, 3
2019/5/9, 51, 25, 39, 14, 2, 3
2019/5/10, 46, 27, 44, 11, 3, 3
2019/5/11, 50, 32, 43, 10, 3, 3
2019/5/12, 56, 47, 39, 10, 4, 4
2019/5/13, 66, 42, 23, 11, 2, 3
2019/5/14, 70, 36, 32, 9, 4, 3
2019/5/15, 67, 30, 23, 8, 4, 2
2019/5/16, 50, 23, 16, 7, 1, 2
2019/5/17, 42, 29, 20, 6, 2, 2
2019/5/18, 42, 26, 24, 3, 2, 2
2019/5/19, 40, 32, 48, 7, 2, 2
2019/5/20, 54, 55, 61, 13, 3, 3
2019/5/21, 67, 51, 33, 21, 3, 5
2019/5/22, 81, 40, 55, 16, 2, 5
2019/5/23, 84, 38, 82, 12, 3, 5
2019/5/24, 62, 42, 55, 10, 4, 3
2019/5/25, 71, 37, 42, 10, 2, 3
2019/5/26, 64, 30, 29, 13, 2, 4
2019/5/27, 53, 26, 40, 10, 2, 3
2019/5/28, 30, 32, 41, 11, 2, 3
2019/5/29, 49, 33, 57, 12, 2, 3
2019/5/30, 53, 36, 40, 11, 4, 2
2019/5/31, 54, 31, 39, 10, 2, 3
2019/6/1, 52, 18, 23, 4, 2, 1
2019/6/2, 21, 23, 16, 6, 2, 2
2019/6/3, 24, 20, 13, 11, 2, 3
2019/6/4, 18, 24, 38, 8, 2, 3
2019/6/5, 25, 29, 25, 11, 4, 2
2019/6/6, 35, 24, 19, 8, 3, 2
2019/6/7, 16, 24, 19, 9, 2, 2
2019/6/8, 17, 24, 24, 5, 1, 2
2019/6/9, 16, 16, 13, 6, 2, 1
2019/6/10, 13, 13, 29, 8, 1, 2
2019/6/11, 17, 27, 24, 15, 2, 3
2019/6/12, 25, 20, 34, 13, 1, 4
2019/6/13, 26, 16, 40, 8, 3, 2
2019/6/14, 27, 33, 81, 10, 2, 3
2019/6/15, 61, 40, 96, 9, 3, 4
2019/6/16, 77, 32, 44, 7, 1, 3
2019/6/17, 61, 28, 30, 11, 3, 2
2019/6/18, 42, 21, 24, 8, 3, 2
2019/6/19, 25, 21, 19, 8, 3, 2
2019/6/20, 29, 24, 20, 5, 1, 1
2019/6/21, 28, 25, 23, 7, 2, 1
2019/6/22, 32, 14, 16, 9, 1, 2
2019/6/23, 21, 13, 13, 15, 1, 3
2019/6/24, 23, 22, 45, 11, 2, 3
2019/6/25, 29, 22, 39, 10, 2, 3
2019/6/26, 29, 21, 32, 11, 2, 3
2019/6/27, 36, 22, 36, 9, 3, 2
2019/6/28, 41, 20, 22, 8, 2, 2
2019/6/29, 34, 15, 27, 8, 2, 2
2019/6/30, 24, 23, 29, 9, 2, 3
2019/1/1, 34, 10, 27, 9, 2, 3
2019/1/2, 32, 10, 23, 11, 1, 4
2019/1/3, 36, 33, 17, 15, 3, 6
2019/1/4, 67, 42, 13, 17, 3, 4
2019/1/5, 98, 13, 25, 11, 1, 5
2019/1/6, 46, 30, 31, 16, 3, 5
2019/1/7, 57, 24, 24, 10, 1, 3
2019/1/8, 53, 16, 26, 13, 1, 4
2019/1/9, 40, 47, 19, 18, 3, 6
2019/1/10, 87, 65, 11, 16, 3, 5
2019/1/11, 107, 40, 15, 16, 1, 5
2019/1/12, 86, 29, 21, 10, 2, 5
2019/1/13, 64, 32, 30, 13, 3, 5
2019/1/14, 62, 46, 32, 15, 2, 5
2019/1/15, 88, 19, 34, 11, 2, 4
2019/1/16, 54, 37, 33, 10, 1, 3
2019/1/17, 64, 41, 35, 15, 2, 5
2019/1/18, 74, 61, 36, 20, 2, 5
2019/1/19, 113, 60, 37, 13, 3, 5
2019/1/20, 134, 32, 34, 8, 2, 3
2019/1/21, 70, 46, 31, 12, 5, 4
2019/1/22, 83, 52, 37, 16, 4, 4
2019/1/23, 94, 52, 44, 15, 2, 4
2019/1/24, 94, 49, 44, 15, 2, 5
2019/1/25, 94, 44, 39, 7, 1, 3
2019/1/26, 71, 26, 29, 8, 2, 2
2019/1/27, 51, 32, 29, 17, 3, 4
2019/1/28, 58, 35, 31, 20, 3, 4
2019/1/29, 70, 54, 30, 24, 2, 7
2019/1/30, 112, 38, 40, 16, 2, 5
2019/1/31, 77, 36, 30, 11, 1, 5
2019/2/1, 64, 53, 36, 17, 1, 6
2019/2/2, 98, 53, 44, 14, 2, 6
2019/2/3, 105, 49, 27, 9, 1, 8
2019/2/4, 114, 62, 30, 8, 1, 4
2019/2/5, 101, 49, 35, 11, 2, 4
2019/2/6, 94, 47, 34, 10, 1, 4
2019/2/7, 95, 28, 27, 5, 1, 3
2019/2/8, 56, 20, 24, 8, 1, 2
2019/2/9, 50, 18, 26, 6, 1, 2
2019/2/10, 41, 15, 25, 7, 1, 2
2019/2/11, 31, 23, 24, 10, 1, 3
2019/2/12, 54, 27, 21, 13, 2, 3
2019/2/13, 67, 29, 27, 12, 1, 4
2019/2/14, 67, 45, 45, 14, 4, 4
2019/2/15, 90, 30, 27, 10, 2, 3
2019/2/16, 70, 16, 29, 6, 1, 3
2019/2/17, 37, 24, 23, 15, 2, 4
2019/2/18, 53, 37, 26, 20, 4, 7
2019/2/19, 76, 59, 31, 18, 4, 7
2019/2/20, 111, 41, 32, 11, 3, 3
2019/2/21, 74, 21, 28, 9, 1, 4
2019/2/22, 49, 28, 29, 11, 2, 5
2019/2/23, 56, 15, 35, 11, 1, 4
2019/2/24, 41, 30, 31, 15, 2, 4
2019/2/25, 57, 38, 32, 15, 4, 4
2019/2/26, 68, 47, 37, 22, 2, 7
2019/2/27, 93, 39, 27, 12, 2, 3
2019/2/28, 81, 37, 37, 9, 2, 3
2019/3/1, 67, 65, 38, 14, 2, 6
2019/3/2, 121, 50, 30, 14, 2, 5
2019/3/3, 99, 33, 41, 12, 2, 5
2019/3/4, 66, 32, 41, 12, 1, 5
2019/3/5, 71, 21, 35, 14, 2, 4
2019/3/6, 56, 39, 44, 11, 2, 4
2019/3/7, 90, 23, 39, 16, 2, 4
2019/3/8, 61, 20, 11, 25, 2, 6
2019/3/9, 55, 20, 32, 12, 1, 4
2019/3/10, 55, 46, 40, 17, 3, 4
2019/3/11, 83, 48, 63, 16, 2, 5
2019/3/12, 82, 43, 60, 20, 2, 6
2019/3/13, 90, 49, 42, 18, 2, 4
2019/3/14, 85, 26, 47, 9, 3, 2
2019/3/15, 52, 40, 44, 17, 1, 3
2019/3/16, 61, 40, 46, 16, 3, 5
2019/3/17, 83, 48, 45, 14, 2, 4
2019/3/18, 91, 50, 44, 19, 2, 5
2019/3/19, 108, 57, 51, 18, 3, 5
2019/3/20, 90, 39, 28, 9, 3, 3
2019/3/21, 44, 45, 34, 9, 2, 3
2019/3/22, 64, 24, 39, 6, 1, 2
2019/3/23, 25, 24, 40, 15, 1, 4
2019/3/24, 52, 31, 30, 18, 1, 5
2019/3/25, 53, 34, 42, 15, 2, 4
2019/3/26, 57, 44, 54, 15, 2, 5
2019/3/27, 75, 45, 33, 11, 2, 3
2019/3/28, 70, 43, 44, 9, 2, 2
2019/3/29, 60, 30, 48, 9, 2, 3
2019/3/30, 48, 43, 52, 4, 2, 2
2019/3/31, 63, 22, 40, 7, 1, 2
2018/10/1, 76, 39, 61, 8, 1, 2
2018/10/2, 63, 31, 41, 7, 3, 1
2018/10/3, 49, 26, 40, 10, 2, 2
2018/10/4, 59, 35, 60, 18, 2, 4
2018/10/5, 69, 37, 54, 13, 1, 4
2018/10/6, 75, 34, 52, 8, 4, 3
2018/10/7, 71, 32, 30, 10, 3, 3
2018/10/8, 66, 35, 31, 13, 4, 4
2018/10/9, 70, 35, 45, 10, 2, 3
2018/10/10, 72, 17, 39, 9, 3, 3
2018/10/11, 56, 17, 29, 11, 3, 3
2018/10/12, 51, 11, 32, 7, 3, 2
2018/10/13, 38, 15, 40, 7, 3, 3
2018/10/14, 46, 19, 34, 9, 2, 2
2018/10/15, 50, 24, 32, 13, 4, 3
2018/10/16, 57, 20, 37, 11, 2, 4
2018/10/17, 53, 41, 50, 7, 3, 4
2018/10/18, 75, 29, 45, 8, 3, 3
2018/10/19, 66, 29, 38, 9, 3, 2
2018/10/20, 58, 25, 42, 12, 2, 3
2018/10/21, 58, 32, 35, 13, 3, 4
2018/10/22, 70, 33, 37, 12, 2, 4
2018/10/23, 73, 33, 34, 14, 5, 4
2018/10/24, 62, 44, 47, 15, 4, 5
2018/10/25, 77, 49, 42, 12, 3, 4
2018/10/26, 92, 57, 55, 8, 3, 3
2018/10/27, 89, 49, 56, 8, 2, 3
2018/10/28, 62, 41, 54, 8, 2, 2
2018/10/29, 58, 45, 58, 7, 3, 3
2018/10/30, 67, 29, 53, 7, 2, 3
2018/10/31, 58, 22, 41, 7, 2, 2
2018/11/1, 57, 15, 28, 8, 1, 2
2018/11/2, 49, 19, 22, 11, 3, 3
2018/11/3, 56, 23, 29, 10, 2, 2
2018/11/4, 54, 17, 24, 13, 1, 3
2018/11/5, 50, 29, 46, 16, 4, 5
2018/11/6, 63, 54, 55, 15, 3, 5
2018/11/7, 126, 58, 38, 17, 5, 5
2018/11/8, 131, 39, 25, 12, 3, 4
2018/11/9, 83, 38, 32, 14, 3, 4
2018/11/10, 75, 47, 34, 14, 3, 5
2018/11/11, 89, 46, 30, 14, 3, 4
2018/11/12, 89, 31, 31, 11, 4, 3
2018/11/13, 52, 31, 33, 10, 1, 3
2018/11/14, 57, 35, 37, 15, 3, 4
2018/11/15, 61, 41, 32, 18, 2, 4
2018/11/16, 76, 21, 22, 14, 3, 4
2018/11/17, 47, 32, 30, 11, 2, 4
2018/11/18, 62, 15, 23, 10, 1, 3
2018/11/19, 39, 26, 29, 15, 1, 5
2018/11/20, 51, 45, 40, 13, 5, 5
2018/11/21, 85, 25, 27, 12, 3, 4
2018/11/22, 56, 21, 30, 10, 2, 3
2018/11/23, 48, 15, 29, 10, 2, 3
2018/11/24, 41, 41, 38, 18, 4, 5
2018/11/25, 93, 20, 20, 16, 3, 3
2018/11/26, 57, 29, 25, 13, 3, 3
2018/11/27, 60, 31, 26, 16, 3, 3
2018/11/28, 67, 38, 36, 13, 3, 4
2018/11/29, 68, 47, 47, 20, 3, 6
2018/11/30, 86, 64, 50, 16, 4, 5
2018/12/1, 126, 47, 47, 15, 3, 5
2018/12/2, 100, 53, 36, 21, 4, 6
2018/12/3, 106, 34, 19, 16, 3, 4
2018/12/4, 69, 35, 25, 13, 2, 5
2018/12/5, 62, 40, 31, 15, 3, 5
2018/12/6, 63, 18, 25, 9, 2, 3
2018/12/7, 35, 17, 23, 7, 2, 2
2018/12/8, 25, 13, 22, 7, 2, 2
2018/12/9, 24, 18, 21, 9, 2, 2
2018/12/10, 36, 25, 19, 9, 2, 3
2018/12/11, 45, 32, 23, 8, , 4
2018/12/12, 57, 29, 21, 10, 4, 4
2018/12/13, 66, 21, 25, 10, 2, 3
2018/12/15, 53, 32, 26, 14, 3, 4
2018/12/16, 64, 43, 40, 8, 3, 4
2018/12/17, 71, 44, 42, 14, 3, 3
2018/12/18, 68, 55, 62, 22, 4, 7
2018/12/19, 99, 54, 42, 27, 4, 7
2018/12/20, 108, 51, 32, 21, 4, 6
2018/12/21, 98, 63, 35, 16, 4, 5
2018/12/22, 120, 31, 29, 10, 3, 4
2018/12/23, 68, 13, 32, 9, 2, 3
2018/12/24, 37, 24, 23, 10, 3, 3
2018/12/25, 51, 15, 23, 11, 2, 3
2018/12/26, 49, 19, 27, 8, 1, 3
2018/12/27, 51, 21, 28, 6, 2, 3
2018/12/28, 49, 22, 29, 5, 2, 3
2018/12/29, 48, 13, 29, 6, 2, 3
2018/12/30, 35, , , , , 
2018/7/1, 49, 13, 18, 5, 3, 2
2018/7/2, 41, 22, 22, 4, 1, 2
2018/7/3, 36, 16, 16, 4, 1, 1
2018/7/4, 31, 18, 15, 2, 2, 2
2018/7/5, 33, 22, 24, , 3, 2
2018/7/6, 42, 17, 18, 9, 3, 2
2018/7/7, 41, 17, 26, 6, 4, 2
2018/7/8, 37, 20, 25, 8, 3, 1
2018/7/9, 50, 21, 11, 5, 3, 1
2018/7/10, 40, 21, 21, 7, 1, 2
2018/7/11, 43, 25, 19, 10, 4, 3
2018/7/12, 56, 27, 28, 9, 4, 2
2018/7/13, 59, 31, 45, 10, 4, 3
2018/7/14, 68, 26, 29, 5, 2, 2
2018/7/15, 64, 24, 41, , 4, 2
2018/7/16, 64, 34, 47, , 2, 3
2018/7/17, 82, 23, 43, 6, 1, 2
2018/7/18, 60, 16, 25, 7, 3, 1
2018/7/19, 49, 15, 18, 7, 4, 1
2018/7/20, 40, 12, 15, 9, 3, 1
2018/7/21, 47, 18, 26, 9, 2, 2
2018/7/22, 48, 23, 33, 7, 1, 2
2018/7/23, 56, 24, 18, 13, 3, 3
2018/7/24, 61, 29, 27, 8, 2, 3
2018/7/25, 64, 27, 17, 4, 1, 2
2018/7/26, 60, 24, 20, 11, 3, 3
2018/7/27, 58, 25, 27, 6, 4, 2
2018/7/28, 61, 18, 23, 6, 6, 2
2018/7/29, 57, 22, 26, 6, 6, 2
2018/7/30, 58, 24, 25, 9, 2, 2
2018/7/31, 60, 29, 26, 9, 2, 2
2018/8/1, 65, 24, 30, 8, 3, 2
2018/8/2, 57, 20, 21, 8, 2, 3
2018/8/3, 49, 17, 23, 11, 2, 2
2018/8/4, 52, 17, 26, 8, 1, 2
2018/8/5, 56, 24, 29, 9, 3, 2
2018/8/6, 63, 24, 31, 10, 3, 3
2018/8/7, 67, 21, 31, 8, 3, 2
2018/8/8, 63, 26, 34, 10, 4, 2
2018/8/9, 69, 29, 33, 11, 5, 2
2018/8/10, 77, 32, 33, 8, 4, 2
2018/8/11, 83, 32, 37, 9, 2, 3
2018/8/12, 84, 28, 36, 10, 1, 3
2018/8/13, 70, 12, 23, 11, 3, 3
2018/8/14, 43, 17, 25, 10, 3, 3
2018/8/15, 42, 20, 23, 9, 2, 3
2018/8/16, 49, 17, 26, 7, 2, 3
2018/8/17, 46, 15, 30, 10, 1, 3
2018/8/18, 41, 14, 25, 9, 3, 2
2018/8/19, 44, 17, 31, 8, 5, 3
2018/8/20, 46, 22, 42, 10, 2, 3
2018/8/21, 64, 19, 27, 11, 2, 4
2018/8/22, 58, 19, 32, 10, 2, 3
2018/8/23, 49, 14, 21, 10, 2, 3
2018/8/24, 30, 19, 36, 10, 3, 3
2018/8/25, 56, 16, 33, 10, 1, 3
2018/8/26, 50, 14, 32, 10, 2, 3
2018/8/27, 45, 12, 21, 12, 1, 3
2018/8/28, 34, 15, 15, 13, 3, 4
2018/8/29, 42, 19, 22, 12, 1, 4
2018/8/30, 52, 25, 25, 9, 3, 3
2018/8/31, 61, 26, 26, 9, 3, 3
